"","text","favorited","favoriteCount","created","truncated","id","retweetCount","isRetweet","retweeted","RETWEETHOT"
"502","RT @WalkerBragman: So Amazon is now:

- a video game studio
- a movie studio
- an online retailer
- an electronics manufacturer
- a cloud h…",FALSE,0,2021-09-30 00:07:08,FALSE,"1443366768261672963",283,TRUE,FALSE,"some"
"503","RT @WalkerBragman: So Amazon is now:

- a video game studio
- a movie studio
- an online retailer
- an electronics manufacturer
- a cloud h…",FALSE,0,2021-09-30 00:06:26,FALSE,"1443366592079966208",283,TRUE,FALSE,"some"
"504","@KariDru *36E right back at you*

And I agree with all of this. Whatever value people ascribe to different body siz… https://t.co/ED1Qra4cQP",FALSE,2,2021-09-30 00:05:03,TRUE,"1443366243528937475",0,FALSE,FALSE,"none"
"505","10 bad online shopping habits you should break #FMTNews  https://t.co/0tyPq0ISSZ",FALSE,3,2021-09-30 00:04:20,FALSE,"1443366062318182402",0,FALSE,FALSE,"none"
"506","Secure Shopping: How to Keep Yourself Safe When Using Online Payment Methods https://t.co/hjfj9y0lBi #insurance #investing #money",FALSE,0,2021-09-30 00:03:55,FALSE,"1443365958874238983",0,FALSE,FALSE,"none"
"507","September 30th IS THE LAST DAY!!! 20% OFF SAINT SOCKS ENDS! Get your early Christmas shopping done and gift pairs t… https://t.co/4CSYgL9woQ",FALSE,0,2021-09-30 00:03:42,TRUE,"1443365905455517700",0,FALSE,FALSE,"none"
"508","I can’t stop online shopping. <U+0001F611>",FALSE,4,2021-09-30 00:03:07,FALSE,"1443365754972172291",0,FALSE,FALSE,"none"
"509","RT @MonaBaker11: This brilliant book is available at a discounted price from a small independent online bookshop (Hive). See https://t.co/Z…",FALSE,0,2021-09-30 00:03:05,FALSE,"1443365747544268804",3,TRUE,FALSE,"little"
"510","I have a serious online shopping addiction, like a less fun sims game, but I can’t afford anything in my basket.",FALSE,1,2021-09-30 00:03:04,FALSE,"1443365743429554179",0,FALSE,FALSE,"none"
"511","Me <U+0001F91D> online shopping",FALSE,0,2021-09-30 00:03:01,FALSE,"1443365731480088576",0,FALSE,FALSE,"none"
"512","RT @WalkerBragman: So Amazon is now:

- a video game studio
- a movie studio
- an online retailer
- an electronics manufacturer
- a cloud h…",FALSE,0,2021-09-30 00:02:58,FALSE,"1443365718033145857",283,TRUE,FALSE,"some"
"513","Ordered some toys for this cat on Amazon on September 5. Still waiting for it to get to me <U+0001F62E><U+200D><U+0001F4A8> Allyuh better order… https://t.co/tZ9tKCA3S9",FALSE,5,2021-09-30 00:02:24,TRUE,"1443365578077507585",0,FALSE,FALSE,"none"
"514","RT @IntelisysCorp: The pandemic created a demand for omnichannel approaches of both in-store and online shopping. To succeed, retailers mus…",FALSE,0,2021-09-30 00:02:10,FALSE,"1443365515699892224",7,TRUE,FALSE,"little"
"515","#NowPlaying : Where The Hood At by DMX__ Listen online at https://t.co/T7Sx1Ck34v ...The Best Mix in Mainstream and… https://t.co/GiLjPL0E6B",FALSE,0,2021-09-30 00:00:41,TRUE,"1443365146294988805",0,FALSE,FALSE,"none"
"516","Creek, a D.C.-centric online marketplace launched by a pair of recent University of Virginia graduates, is offering… https://t.co/iZYhM4pK3o",FALSE,0,2021-09-30 00:00:28,TRUE,"1443365089051041793",0,FALSE,FALSE,"none"
"517","RT @WSJ: CVS, Home Depot, Ulta and Target all have something in common. They’re struggling to keep up with organized crime rings stealing f…",FALSE,0,2021-09-30 00:00:26,FALSE,"1443365079932669953",6284,TRUE,FALSE,"popular"
"518","RT @barbiesway: #WednesdayWisdom dreams fade
As a husbands online porn/sex habit brings conflict in a once happy marriage.
Sex
Who decides…",FALSE,0,2021-09-30 00:00:03,FALSE,"1443364984419930112",44,TRUE,FALSE,"little"
"519","Baby Feeding Online shopping. Trendy brands of Baby Feeding, all shopp...
https://t.co/UDLyG2eab1 https://t.co/lqPsPpZaZe",FALSE,0,2021-09-30 00:00:01,FALSE,"1443364975762882564",0,FALSE,FALSE,"none"
"520","The holiday season is one of the busiest times of year for online shopping but that also means it can be hard to st… https://t.co/oMw7FvdqXE",FALSE,0,2021-09-30 00:00:00,TRUE,"1443364972067700738",0,FALSE,FALSE,"none"
"521","The holiday season is one of the busiest times of year for online shopping but that also means it can be hard to st… https://t.co/BTgrMLAsOM",FALSE,0,2021-09-30 00:00:00,TRUE,"1443364971233095681",0,FALSE,FALSE,"none"
"522","RT @TiredPops: <U+0001F449>DYK @upstryve books are sold on Amazon, Walmart and many other online retailers <U+0001F4AF><U+0001F525> $PBYA https://t.co/ChOdbUIo66",FALSE,0,2021-09-29 23:59:40,FALSE,"1443364887581822976",3,TRUE,FALSE,"little"
"523","RT @adttaxis: Win a £50 Online Shopping voucher of YOUR choice
To enter        
1]LIKE or <U+2665>  
2]SHARE or Retweet
3]COMMENT or TWEET us whic…",FALSE,0,2021-09-29 23:59:33,FALSE,"1443364858825789452",73,TRUE,FALSE,"little"
"524","RT @WalkerBragman: So Amazon is now:

- a video game studio
- a movie studio
- an online retailer
- an electronics manufacturer
- a cloud h…",FALSE,0,2021-09-29 23:58:59,FALSE,"1443364714864545793",283,TRUE,FALSE,"some"
"525","@JennywasJenny @megannicolebre @samigonda @cydniebenbow @LinzErin12 @Truth_Hurts33 @davidgrattmusic @tbfckoff… https://t.co/G5JwXeKKj3",FALSE,2,2021-09-29 23:58:18,TRUE,"1443364543854481416",0,FALSE,FALSE,"none"
"526","RT @WalkerBragman: So Amazon is now:

- a video game studio
- a movie studio
- an online retailer
- an electronics manufacturer
- a cloud h…",FALSE,0,2021-09-29 23:58:01,FALSE,"1443364474791026689",283,TRUE,FALSE,"some"
"527","<U+0001F449>DYK @upstryve books are sold on Amazon, Walmart and many other online retailers <U+0001F4AF><U+0001F525> $PBYA https://t.co/ChOdbUIo66",FALSE,6,2021-09-29 23:57:39,FALSE,"1443364382860189696",3,FALSE,FALSE,"little"
"528","RT @WSJ: CVS, Home Depot, Ulta and Target all have something in common. They’re struggling to keep up with organized crime rings stealing f…",FALSE,0,2021-09-29 23:57:27,FALSE,"1443364329798062080",6284,TRUE,FALSE,"popular"
"529","RT @DoKomi: New #VTuber guests at #DigiKomi x Amazon Online convention:

Adorable sharky @gawrgura and wholesome priestess @ninomaeinanis j…",FALSE,0,2021-09-29 23:57:17,FALSE,"1443364288895361026",520,TRUE,FALSE,"many"
"530","RT @WSJ: CVS, Home Depot, Ulta and Target all have something in common. They’re struggling to keep up with organized crime rings stealing f…",FALSE,0,2021-09-29 23:56:45,FALSE,"1443364153213820929",6284,TRUE,FALSE,"popular"
